youtube_title,youtube_artist,publish_date,views,likes,video_url,youtube_source
ได้ข่าว (Breaking News) - Lipta Feat. CDGUNTEE [Official MV],LIPTAofficial,2018-11-26T05:33:08Z,13308221,46800,https://www.youtube.com/watch?v=vaF9Nf8bw2E,LIPTAofficial
ช้ำคือเรา - [Cover By สมอารมณ์ x Pimthitiii],PugPiano,2018-03-28T05:34:39Z,400733051,1174159,https://www.youtube.com/watch?v=yqpmX4eOCHo,PugPiano
ความรักกำลังก่อตัว - นนท์ ธนนท์  [Official Music Video],i am,2018-10-29T03:00:00Z,45518105,133119,https://www.youtube.com/watch?v=2NNPwwreJDc,i am
Dua Lipa & BLACKPINK - Kiss and Make Up (Official Audio),Dua Lipa,2018-10-18T22:56:57Z,253575732,3842219,https://www.youtube.com/watch?v=AX3Bsiq-13k,Dua Lipa
"Post Malone - ""Wow."" (Official Music Video)",Post Malone,2019-03-20T03:14:17Z,344886910,2970441,https://www.youtube.com/watch?v=393C3pr2ioY,Post Malone
BLACKPINK - ‘뚜두뚜두 (DDU-DU DDU-DU)’ M/V,BLACKPINK,2018-06-15T09:00:05Z,2267588756,24206020,https://www.youtube.com/watch?v=IHNzOHi8sJs,BLACKPINK
HONNE - Day 1 ◑,H O N N E,2018-03-29T11:47:24Z,113278040,633242,https://www.youtube.com/watch?v=hWOB5QYcmh0,H O N N E
ความหมาย (เพลงประกอบละคร พรหมไม่ได้ลิขิต) - อะตอม ชนกันต์【OFFICIAL MV】,GMM GRAMMY OFFICIAL,2018-10-30T12:00:03Z,2534534,14064,https://www.youtube.com/watch?v=ORUVOUYQBi4,GMM GRAMMY OFFICIAL
"Khalid, Kane Brown - Saturday Nights REMIX (Official Video)",KhalidVEVO,2019-02-20T05:00:02Z,259877533,1282877,https://www.youtube.com/watch?v=5hqK-A0UxKw,KhalidVEVO
บอกตัวเอง feat  โป่ง หินเหล็กไฟ   Room39  MP3 Download,HAHAHA,2018-09-11T18:07:04Z,8954,60,https://www.youtube.com/watch?v=xxhG7B742Jo,HAHAHA
ความลับมีในโลก [ SECRET ] - INK WARUNTORN [ Official MV ],BOXX MUSIC,2018-11-08T04:58:12Z,6574395,31320,https://www.youtube.com/watch?v=tfs8AoE_XXc,BOXX MUSIC
หนึ่งคืน - Atom ชนกันต์ [Official MV],OfficialWhiteMusic,2018-11-01T13:00:08Z,9231545,65991,https://www.youtube.com/watch?v=S0SKokKFkO4,OfficialWhiteMusic
THE TOYS - Stars ( Official Lyrics Video ),Whattheduck,2018-09-17T14:02:30Z,22687111,125215,https://www.youtube.com/watch?v=9jSaPxzUBXo,Whattheduck
F.HERO & THE TOYS - นอนได้แล้ว (Sleep Now) [Official MV],Whattheduck,2018-03-22T15:59:04Z,103489168,375282,https://www.youtube.com/watch?v=Cxoptfa3AmQ,Whattheduck
Halsey - Without Me,HalseyVEVO,2018-10-29T15:58:23Z,975101104,9247104,https://www.youtube.com/watch?v=ZAfAud_M_mg,HalseyVEVO
YOUNGOHM - ดูไว้ (Doo White),YOUNGOHM,2018-12-14T11:00:05Z,269715844,1570056,https://www.youtube.com/watch?v=PX7oPIjsofY,YOUNGOHM
Safeplanet - คำตอบ (Answer),safeplanet,2018-09-29T14:01:54Z,136511411,360075,https://www.youtube.com/watch?v=P2y-C4sQfCc,safeplanet
Cyanide Feat.Lazyloxy - ยอม..ปล่อย Let you go [ Official MV ],Cyanide official,2018-09-23T13:45:05Z,251418170,978531,https://www.youtube.com/watch?v=1AszE9-ikOU,Cyanide official
iKON - ‘사랑을 했다(LOVE SCENARIO)’ M/V,iKON,2018-01-25T09:00:03Z,688139456,7842279,https://www.youtube.com/watch?v=vecSVX1QYbQ,iKON
[MV] IU(아이유) _ BBIBBI(삐삐),1theK (원더케이),2018-10-10T09:00:06Z,276167175,3591437,https://www.youtube.com/watch?v=nM0xDI5R50E,1theK (원더케이)
"TWICE ""YES or YES"" M/V",JYP Entertainment,2018-11-05T08:59:49Z,422940003,4277322,https://www.youtube.com/watch?v=mAKsZ26SabQ,JYP Entertainment
ต่อให้ - Season Five [OFFICIAL MV],ME RECORDS,2018-09-18T04:04:33Z,31971397,100645,https://www.youtube.com/watch?v=F9uqDmIEw8c,ME RECORDS
D GERRARD - ไม่ใช่ฉัน (It's Not Me)【Official Music Video】,Wayfer Records,2018-11-30T11:01:27Z,14151979,93689,https://www.youtube.com/watch?v=Q67CSbZJVkE,Wayfer Records
Lauv - Paris in the Rain [Official Video],Lauv,2017-11-17T05:01:14Z,187810062,1623654,https://www.youtube.com/watch?v=kOCkne-Bku4,Lauv
Anne-Marie - 2002 [Official Video],Anne-Marie,2018-05-08T11:05:08Z,926836788,5497832,https://www.youtube.com/watch?v=Il-an3K9pjg,Anne-Marie
EXO 엑소 'Tempo' MV,SMTOWN,2018-11-02T09:00:05Z,242393671,4861081,https://www.youtube.com/watch?v=iwd8N6K-sLk,SMTOWN
Marshmello ft. Bastille - Happier (Official Music Video),Marshmello,2018-09-24T13:58:16Z,1274523094,15465601,https://www.youtube.com/watch?v=m7Bc3pLyij0,Marshmello
Daniel Caesar - Best Part (feat. H.E.R.),EscapeTracks,2017-08-25T04:01:13Z,111743626,900263,https://www.youtube.com/watch?v=iKk6_2-AAGc,EscapeTracks
นอนไม่หลับ (ถ้าไม่กลับพร้อมเธอ) : Me' [Official MV],rsfriends,2015-05-12T15:00:04Z,8228790,34794,https://www.youtube.com/watch?v=WQJP9lmGdbE,rsfriends
ยิ้มก็พอ feat. Wonderframe,TOR+ Saksit - Topic,2019-01-08T09:08:24Z,671027,2246,https://www.youtube.com/watch?v=8OcMCVmrmvM,TOR+ Saksit - Topic
"Sam Smith - Fire On Fire (From ""Watership Down"")",SamSmithVEVO,2018-12-21T00:00:03Z,382064512,3061304,https://www.youtube.com/watch?v=vk_xq1P7vIU,SamSmithVEVO
แพ้ - GTK [ OFFICIAL MV],GTK,2018-12-07T09:19:03Z,35459931,148290,https://www.youtube.com/watch?v=iFypXWf2FMA,GTK
กึ๊มกึ่ม - THE OLD I$E(CD GUNTEE & DAWUT) [official MV],CDGuntee,2018-12-28T11:00:07Z,31117891,253463,https://www.youtube.com/watch?v=ReOXUxf7I-g,CDGuntee
fellow fellow - แพ้ทุกที (LOOPER)  [Official Music Video],TERO MUSIC,2018-11-05T11:00:44Z,3785815,17817,https://www.youtube.com/watch?v=_VETqSOfiEM,TERO MUSIC
BLACKPINK - 'Forever Young' DANCE PRACTICE VIDEO (MOVING VER.),BLACKPINK,2018-06-21T01:00:01Z,247159435,4081997,https://www.youtube.com/watch?v=89kTb73csYg,BLACKPINK
BLACKPINK - '마지막처럼 (AS IF IT'S YOUR LAST)' M/V,BLACKPINK,2017-06-22T09:00:01Z,1423691788,13744650,https://www.youtube.com/watch?v=Amq-qlqbjYA,BLACKPINK
Lauv - I Like Me Better [Official Audio],Lauv,2017-05-19T04:09:54Z,400218596,2765617,https://www.youtube.com/watch?v=a7fzkqLozwA,Lauv
The Parkinson - คนชั่ว 2018 (New Item) | (OFFICIAL MV),Spicydisc,2018-08-15T10:00:02Z,14987052,45773,https://www.youtube.com/watch?v=0mlWZcH8gs0,Spicydisc
คนที่ไม่ใช่ - O PAVEE [ Official MV ],BOXX MUSIC,2018-03-15T11:57:07Z,31360195,121065,https://www.youtube.com/watch?v=2MMb49c_tLQ,BOXX MUSIC
ยังไง - NINJA x LAZYLOXY feat. FRVNKY(HURRIKANEZ),Hurrikanez Record,2018-10-12T12:00:02Z,94075369,349532,https://www.youtube.com/watch?v=FdbPnNQj5hg,Hurrikanez Record
แค่เพียงฉัน(ที่ไม่ลืม) - เอิ๊ต ภัทรวี [Official MV],Move Records,2018-11-29T12:00:06Z,4432412,25320,https://www.youtube.com/watch?v=aH_6GYuIYFw,Move Records
Wanna One (워너원) - '봄바람 (Spring Breeze)’ M/V,Stone Music Entertainment,2018-11-19T09:00:03Z,42174382,1237070,https://www.youtube.com/watch?v=FD2mik4V5EE,Stone Music Entertainment
"K/DA - POP/STARS (ft. Madison Beer, (G)I-DLE, Jaira Burns) | Music Video - League of Legends",League of Legends,2018-11-03T07:30:00Z,622298878,6245783,https://www.youtube.com/watch?v=UOxkGD8qRB4,League of Legends
POLYCAT - Chapter 3 พบกันใหม่ ? | So Long [Official MV],SMALLROOM,2014-10-14T10:58:38Z,84597378,298865,https://www.youtube.com/watch?v=pq4ID3_VL7I,SMALLROOM
OG-ANIC x GAVIN D : ครั้งสุดท้าย ft. NINO [MV],OG-ANIC,2018-11-11T11:00:03Z,144668765,821650,https://www.youtube.com/watch?v=54zuR0l2MXA,OG-ANIC
BTS (방탄소년단) 'FAKE LOVE' Official MV,HYBE LABELS,2018-05-18T09:00:02Z,1307722443,21785857,https://www.youtube.com/watch?v=7C2z4GqqS5E,HYBE LABELS
Ariana Grande - no tears left to cry (Official Video),ArianaGrandeVevo,2018-04-20T04:00:03Z,1233450365,8694850,https://www.youtube.com/watch?v=ffxKSjUwKdU,ArianaGrandeVevo
The Chainsmokers - This Feeling (Lyric Video) ft. Kelsea Ballerini,ChainsmokersVEVO,2018-09-18T16:00:03Z,181887945,1060831,https://www.youtube.com/watch?v=YuPzpoC3QNc,ChainsmokersVEVO
BLACKPINK - '불장난 (PLAYING WITH FIRE)' M/V,BLACKPINK,2016-10-31T15:00:06Z,904926058,8912381,https://www.youtube.com/watch?v=9pdj4iJD08s,BLACKPINK
Selena Gomez - Back To You (from 13 Reasons Why - Season 2 Soundtrack) (Official Audio),Nielson Lucas,2018-05-28T20:38:38Z,1603,17,https://www.youtube.com/watch?v=r3pg89Sinik,Nielson Lucas
Marshmello & Anne-Marie - FRIENDS (Lyric Video) *OFFICIAL FRIENDZONE ANTHEM*,Marshmello,2018-02-09T04:41:39Z,1219836976,10456888,https://www.youtube.com/watch?v=CY8E6N5Nzec,Marshmello
Camila Cabello - Havana feat. Young Thug (Music Video),Jen Lalalaw,2017-08-06T23:24:37Z,4577724,35826,https://www.youtube.com/watch?v=P79s2UPwaR8,Jen Lalalaw
(여자)아이들((G)I-DLE) - '한(一)(HANN(Alone))' Official Music Video,(G)I-DLE (여자)아이들 (Official YouTube Channel),2018-08-14T09:00:03Z,157758400,2304953,https://www.youtube.com/watch?v=OKNXn2qCEws,(G)I-DLE (여자)아이들 (Official YouTube Channel)
"Zedd, Grey - The Middle (Lyrics) ft. Maren Morris",SyrebralVibes,2018-01-24T06:02:22Z,350777372,1781883,https://www.youtube.com/watch?v=xQzS3JnZQZM,SyrebralVibes
งู้ยยยยยยยยยยย - โอ๊ต ปราโมทย์ feat UrboyTJ,KHOTKOOL MUSIC,2020-06-01T10:19:54Z,1168543,11519,https://www.youtube.com/watch?v=wDv2bARNjzw,KHOTKOOL MUSIC
Khalid - Young Dumb & Broke (Official Video),KhalidVEVO,2017-08-01T14:00:02Z,1005835853,6546110,https://www.youtube.com/watch?v=IPfJnp1guPc,KhalidVEVO
Ed Sheeran - Perfect (Official Music Video),Ed Sheeran,2017-11-09T11:04:14Z,3873965948,22220723,https://www.youtube.com/watch?v=2Vv-BfVoq4g,Ed Sheeran
Red Velvet 레드벨벳 'Bad Boy' MV,SMTOWN,2018-01-29T09:00:02Z,418043463,4254757,https://www.youtube.com/watch?v=J_CFBjAyPWE,SMTOWN
Post Malone - Better Now (Official Video),PostMaloneVEVO,2018-10-05T17:46:29Z,663623786,4739529,https://www.youtube.com/watch?v=UYwF-jdcVjY,PostMaloneVEVO
Ava Max - Sweet but Psycho [Official Music Video],Ava Max,2018-08-27T16:26:25Z,968017496,7270334,https://www.youtube.com/watch?v=WXBHCQYxwr0,Ava Max
STAMP & วิโอเลต วอเทียร์ (Violette Wautier) - ฝันหวานอายจูบ [ Official Music Video ],Stamp&Jeri,2018-06-29T11:53:18Z,11222937,66027,https://www.youtube.com/watch?v=hLjoc3E_4Ns,Stamp&Jeri
THE TOYS - ก่อนฤดูฝน (Before rain) [Official MV],Whattheduck,2017-05-31T12:00:07Z,67693212,385249,https://www.youtube.com/watch?v=eRH_v2o1a9w,Whattheduck
20 ตุลา - SILLY FOOLS [OFFICIAL MV],ME RECORDS,2018-12-13T12:00:56Z,17899909,96877,https://www.youtube.com/watch?v=YgaDmPyJhMA,ME RECORDS
THE TOYS - 04:00,Whattheduck,2018-01-24T21:00:10Z,59826199,312738,https://www.youtube.com/watch?v=0rAvnIGMUL8,Whattheduck
Chilling Sunday - Status [Official Music Video],TERO MUSIC,2018-11-08T11:02:03Z,16313988,56899,https://www.youtube.com/watch?v=jZIPQv4FSio,TERO MUSIC
iKON - '죽겠다(KILLING ME)' M/V,iKON,2018-08-02T09:00:05Z,238809657,3744977,https://www.youtube.com/watch?v=RyVS7R9PN6U,iKON
"TWICE ""What is Love?"" M/V",JYP Entertainment,2018-04-09T08:59:51Z,827140480,7718143,https://www.youtube.com/watch?v=i0p1bmr0EmE,JYP Entertainment
Jeremy Zucker - comethru (Official Video),JeremyZuckerVEVO,2018-11-13T05:00:02Z,567176890,5497591,https://www.youtube.com/watch?v=jO2viLEW-1A,JeremyZuckerVEVO
ครึ่งๆ กลางๆ - bodyslam「Official MV」,Genierock,2018-10-30T11:02:52Z,35676868,173867,https://www.youtube.com/watch?v=zrHO_Eo77UU,Genierock
"Share Lo Ma ( แชร์ โล มา ) Official MV - TWOPEE Southside Feat YoungOhm , JUU4E",Twopee Southside,2018-12-06T05:58:22Z,11401108,128427,https://www.youtube.com/watch?v=D-9i7q60jOs,Twopee Southside
BLACKPINK - '붐바야 (BOOMBAYAH)' M/V,BLACKPINK,2016-08-08T11:17:04Z,1756293156,16834969,https://www.youtube.com/watch?v=bwmSjveL3Lc,BLACKPINK
Good Morning Teacher - Atom ชนกันต์ [Official MV],OfficialWhiteMusic,2018-03-01T12:59:55Z,104105900,323522,https://www.youtube.com/watch?v=FtDaTXg1wOs,OfficialWhiteMusic
Bazzi - Beautiful feat. Camila Cabello ( 1 Hour Music ),Music Every Genre,2018-08-02T21:27:00Z,491837,4908,https://www.youtube.com/watch?v=MVrRzwwPKgk,Music Every Genre
Meek Mill - Going Bad feat. Drake (Official Video),Meek Mill,2019-02-07T21:57:46Z,187998129,1878106,https://www.youtube.com/watch?v=S1gp0m4B5p8,Meek Mill
Sam Smith - Too Good At Goodbyes,SamSmithVEVO,2017-09-18T10:00:01Z,1518305767,7302077,https://www.youtube.com/watch?v=J_ub7Etch2U,SamSmithVEVO
Way Back Home,SHAUN - Topic,2018-06-26T15:01:07Z,129216985,625397,https://www.youtube.com/watch?v=1rP7ziPDDt0,SHAUN - Topic
Ed Sheeran - Shape of You (Official Music Video),Ed Sheeran,2017-01-30T10:57:50Z,6400495194,33916421,https://www.youtube.com/watch?v=JGwWNGJdvx8,Ed Sheeran
"GOT7 ""Miracle"" M/V",JYP Entertainment,2018-12-03T09:00:03Z,45042360,1172277,https://www.youtube.com/watch?v=RtRtLf84I2M,JYP Entertainment
The Chainsmokers - Hope ft. Winona Oak (Lyric Video),The Chainsmokers,2018-12-14T15:00:05Z,158147710,1001285,https://www.youtube.com/watch?v=SJOgTMP8cs4,The Chainsmokers
ถ้าฉันหายไป (Skyline) - เอิ๊ต ภัทรวี [Official MV],Move Records,2018-02-20T11:59:28Z,71508071,309195,https://www.youtube.com/watch?v=sUVgKzzN9Zw,Move Records
XXXTENTACION & Lil Pump - Arms Around You feat. Maluma & Swae Lee [Official Music Video],Lil Pump,2018-11-16T15:00:04Z,390480233,5319980,https://www.youtube.com/watch?v=tLNOce4Y4uc,Lil Pump
PLEASE - Atom ชนกันต์【OFFICIAL MV 】,GMM GRAMMY OFFICIAL,2015-01-29T14:00:00Z,280791595,694488,https://www.youtube.com/watch?v=GYpzzbVRrsk,GMM GRAMMY OFFICIAL
Steve Aoki - Waste It On Me feat. BTS (Lyric Video) [Ultra Music],Ultra Records,2018-10-25T14:01:19Z,62562948,1393416,https://www.youtube.com/watch?v=WP7duqy60h8,Ultra Records
[STATION 3] NCT DREAM 엔시티 드림 '사랑한단 뜻이야 (Candle Light)' MV,SMTOWN,2018-12-27T09:00:01Z,14658353,655417,https://www.youtube.com/watch?v=Px-Pi5UjB40,SMTOWN
Dua Lipa - New Rules (Official Music Video),Dua Lipa,2017-07-07T09:00:05Z,3108135146,17912067,https://www.youtube.com/watch?v=k2qgadSvNyU,Dua Lipa
Dua Lipa - IDGAF (Official Music Video),Dua Lipa,2018-01-12T12:00:07Z,869890761,5873949,https://www.youtube.com/watch?v=Mgfe5tIwOj0,Dua Lipa
NCT 127 엔시티 127 'Simon Says' MV,SMTOWN,2018-11-22T15:00:01Z,88394210,1989719,https://www.youtube.com/watch?v=arjy2v7zEI0,SMTOWN
Travis Scott - SICKO MODE ft. Drake,TravisScottVEVO,2018-10-19T16:00:00Z,1277001482,10727977,https://www.youtube.com/watch?v=6ONRf7h3Mdk,TravisScottVEVO
[MV] SUNMI(선미) _ Siren(사이렌),1theK (원더케이),2018-09-04T09:00:07Z,68240915,1121885,https://www.youtube.com/watch?v=TNWMZIf7eSg,1theK (원더케이)
Red Velvet 레드벨벳 'Power Up' MV,SMTOWN,2018-08-06T09:00:01Z,125923308,2074734,https://www.youtube.com/watch?v=aiHSVQy9xN8,SMTOWN
Charlie Puth - Attention [Official Video],Charlie Puth,2017-04-24T17:00:05Z,1636299376,11273723,https://www.youtube.com/watch?v=nfs8NYg7yQM,Charlie Puth
The Chainsmokers - Closer (Lyric) ft. Halsey,ChainsmokersVEVO,2016-07-29T07:00:02Z,3176017524,14378306,https://www.youtube.com/watch?v=PT2_F-1esPk,ChainsmokersVEVO
James Arthur - Say You Won't Let Go,JamesAVEVO,2016-09-09T07:00:00Z,1717818883,9212809,https://www.youtube.com/watch?v=0yW7w8F2TVA,JamesAVEVO
ศัตรูที่รัก บุรินทร์  เพลงประกอบภาพยนตร์อินทรีแดง,Joe Aditha,2010-09-01T21:15:38Z,646967,2620,https://www.youtube.com/watch?v=Q9nCvN1D4dU,Joe Aditha
BLACKPINK - 'REALLY' LYRICS (Color Coded Eng/Rom/Han),Jaeguchi,2018-06-15T10:17:46Z,82166807,687604,https://www.youtube.com/watch?v=v_6uVOPvQ58,Jaeguchi
Lukas Graham - Love Someone [Official Music Video],Lukas Graham,2018-09-07T04:00:03Z,330171023,1915141,https://www.youtube.com/watch?v=dN44xpHjNxE,Lukas Graham
Room39 - เป็นทุกอย่าง [Official MV],LOVEiS+,2017-03-29T11:49:07Z,135593060,405740,https://www.youtube.com/watch?v=totIVAi9BUc,LOVEiS+
Shawn Mendes - In My Blood,ShawnMendesVEVO,2018-04-24T16:00:01Z,362412521,3449780,https://www.youtube.com/watch?v=36tggrpRoTI,ShawnMendesVEVO
Phum Viphurit - Lover Boy [Official Video],RatsRecords,2018-03-15T13:00:46Z,101749588,1156160,https://www.youtube.com/watch?v=8HnLRrQ3RS4,RatsRecords
ตู่ ภพธร : ถ้าหาก [Official MV] | HQ,LOVEiS+,2015-02-19T10:48:43Z,29085841,29609,https://www.youtube.com/watch?v=CAq0wVBuh2s,LOVEiS+
Girls' Generation-Oh!GG 소녀시대-Oh!GG '몰랐니 (Lil' Touch)' MV,SMTOWN,2018-09-05T09:00:09Z,169630679,2882183,https://www.youtube.com/watch?v=SdzLl-XpJt0,SMTOWN
scrubb - รอยยิ้ม (official music video),TERO MUSIC,2014-01-06T15:52:04Z,94573814,310143,https://www.youtube.com/watch?v=czvDyFfVoVU,TERO MUSIC
Max Jenmana – ไวน์ (Wine) | Official Video,Max Jenmana,2017-03-24T13:02:54Z,148731860,415114,https://www.youtube.com/watch?v=bYGfv-q8ECE,Max Jenmana
BTS (방탄소년단) 'IDOL' Official MV,HYBE LABELS,2018-08-24T09:00:03Z,1317649732,21118073,https://www.youtube.com/watch?v=pBuZEGYXA6E,HYBE LABELS
Ed Sheeran - Photograph (Official Music Video),Ed Sheeran,2015-05-10T00:40:11Z,1418757909,7340231,https://www.youtube.com/watch?v=nSDgHBxUbVQ,Ed Sheeran
[EXID(이엑스아이디)] 알러뷰 (I LOVE YOU) M/V (Official Music Video),EXID_OFFICIAL,2018-11-21T08:30:05Z,78458735,1414094,https://www.youtube.com/watch?v=SAdmzjsFVQo,EXID_OFFICIAL
ILLSLICK - ถ้าเธอต้องเลือก [Official Lyrics Video],Illslick thelegandary,2018-03-07T13:00:25Z,517071723,1459636,https://www.youtube.com/watch?v=ePdyoX_B-nE,Illslick thelegandary
MINO(송민호) - '아낙네 (FIANCÉ)' M/V,WINNER,2018-11-26T09:00:17Z,57949210,958002,https://www.youtube.com/watch?v=NY8VGNft-Zc,WINNER
[MV] (G)I-DLE ((여자)아이들) _ LATATA,1theK (원더케이),2018-05-02T09:00:02Z,195998217,2230586,https://www.youtube.com/watch?v=9mQk7Evt6Vs,1theK (원더케이)
POLYCAT - Chapter 2 เวลาเธอยิ้ม | you had me at hello [Official MV],SMALLROOM,2014-10-14T10:58:23Z,47972881,291396,https://www.youtube.com/watch?v=mVT1SNc_t2Q,SMALLROOM
MEAN Band - หมายความว่าอะไร | So Mean [Official MV],LOVEiS+,2017-07-18T07:59:35Z,126638859,505893,https://www.youtube.com/watch?v=PKVWK6Kp5yk,LOVEiS+
James Arthur - Empty Space (Lyrics),TheGoodVibe,2018-10-19T05:33:21Z,58142614,276430,https://www.youtube.com/watch?v=TvFBA27NWQ4,TheGoodVibe
ROOM39 - หากวันนั้น | If Only [Official MV],LOVEiS+,2018-07-27T09:39:05Z,40346319,122654,https://www.youtube.com/watch?v=vuO7HNE_-qg,LOVEiS+
5 Seconds of Summer - Youngblood (Alt Version),5SOSVEVO,2018-04-26T17:00:02Z,321090376,2482193,https://www.youtube.com/watch?v=Jqs5EaAaueA,5SOSVEVO
Post Malone - Psycho (feat. Ty Dolla $ign),Rap Nation,2018-02-27T17:12:23Z,463502,6097,https://www.youtube.com/watch?v=G-TET7u4UE0,Rap Nation
POLYCAT - มันเป็นใคร | Alright [Official MV],SMALLROOM,2015-11-11T12:03:53Z,108946514,272312,https://www.youtube.com/watch?v=PFRJvHXaNBk,SMALLROOM
BOOM BOOM CASH - No Way (Feat. Thaitanium)【Official Music Video】,Wayfer Records,2018-10-26T11:00:39Z,13980072,90846,https://www.youtube.com/watch?v=wPNZFo-Mzbo,Wayfer Records
Drake - In My Feelings,DrakeVEVO,2018-08-03T01:00:00Z,295742947,4309198,https://www.youtube.com/watch?v=DRS_PpOrUZ4,DrakeVEVO
Panic! At The Disco - High Hopes (Official Video),Panic! At The Disco,2018-08-27T16:02:00Z,799761119,6994016,https://www.youtube.com/watch?v=IPXIgEAGe4U,Panic! At The Disco
"Shawn Mendes, Zedd - Lost In Japan (Original + Remix)",ShawnMendesVEVO,2018-10-26T02:40:35Z,121142485,1940608,https://www.youtube.com/watch?v=SAWzXkV3hHo,ShawnMendesVEVO
MV ลืมไปก่อน Buddha Bless ft. เกรียน peace,iamtuu,2011-03-09T16:37:32Z,11296049,71429,https://www.youtube.com/watch?v=_Ahw7kSawyg,iamtuu
Dean Lewis - Be Alright (Official Video),DeanLewisVEVO,2018-07-12T14:00:03Z,299585143,2633506,https://www.youtube.com/watch?v=I0czvJ_jikg,DeanLewisVEVO
ILLSLICK - จริงๆแล้ว [Official Music Video],Illslick thelegandary,2018-11-05T13:05:48Z,93418046,441379,https://www.youtube.com/watch?v=FYTVZQbB9Es,Illslick thelegandary
ILLSLICK - กำลังจะ [Official Lyrics Video],Illslick thelegandary,2018-05-30T13:04:49Z,244158936,720282,https://www.youtube.com/watch?v=mjylSi486E4,Illslick thelegandary
Room39 : หน่วง [Official MV],LOVEiS+,2011-06-28T09:26:36Z,73599781,278304,https://www.youtube.com/watch?v=-gg5ns2fd4U,LOVEiS+
Billie Eilish - when the party's over (Official Music Video),BillieEilishVEVO,2018-10-25T16:00:14Z,956725804,13938007,https://www.youtube.com/watch?v=pbMwTqkKSps,BillieEilishVEVO
[MV] SUNMI(선미) _ Gashina(가시나),1theK (원더케이),2017-08-22T03:00:00Z,181908380,2520767,https://www.youtube.com/watch?v=ur0hCdne2-s,1theK (원더케이)
THETOYS - หน้าหนาวที่แล้ว【OFFICIAL AUDIO】,THURSDAY POP,2015-09-02T12:59:28Z,141634986,489795,https://www.youtube.com/watch?v=E6TWhzCwvYo,THURSDAY POP
OG-ANIC : รู้ทั้งรู้  (ALL-KNOW) [Prod.by NINO],OG-ANIC,2018-06-22T06:08:35Z,198852095,878317,https://www.youtube.com/watch?v=1YK9AcbuwDI,OG-ANIC
Violette Wautier - Smoke (Audio),Violette Wautier,2018-10-26T02:08:17Z,93630401,745514,https://www.youtube.com/watch?v=dJMtC5lEd-E,Violette Wautier
"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]",Cardi B,2018-05-29T14:05:10Z,1656196111,10898118,https://www.youtube.com/watch?v=xTlNMmZKwpA,Cardi B
[MV] MAMAMOO(마마무) _ Egotistic(너나 해),1theK (원더케이),2018-07-16T09:00:08Z,132291668,1838558,https://www.youtube.com/watch?v=pHtxTSiPh5I,1theK (원더케이)
วู่วาม (Unreleased version) - Season Five【OFFICIAL MV】,GMM GRAMMY OFFICIAL,2014-11-07T10:46:04Z,98628507,181686,https://www.youtube.com/watch?v=CPtvV0XC_0k,GMM GRAMMY OFFICIAL
BLACKPINK - '휘파람 (WHISTLE)' M/V,BLACKPINK,2016-08-08T11:17:08Z,913958418,10304952,https://www.youtube.com/watch?v=dISNgvVpWlo,BLACKPINK
ร่มสีเทา - วัชราวลี [Official Audio],WHATCHARAWALEE - วัชราวลี,2011-12-03T14:39:28Z,167446548,445006,https://www.youtube.com/watch?v=P5VFTPL3Er4,WHATCHARAWALEE - วัชราวลี
[MV] MOMOLAND (모모랜드) _ BBoom BBoom (뿜뿜),1theK (원더케이),2018-01-03T09:00:01Z,651489134,5051175,https://www.youtube.com/watch?v=JQGRg8XBnB4,1theK (원더케이)
Clean Bandit - Solo (feat. Demi Lovato) [Official Video],Clean Bandit,2018-05-31T09:00:13Z,1045367221,7075514,https://www.youtube.com/watch?v=8JnfIa84TnU,Clean Bandit
Bebe Rexha - I'm A Mess [Official Music Video],Bebe Rexha,2018-07-19T14:55:54Z,444255590,3884183,https://www.youtube.com/watch?v=LdH7aFjDzjI,Bebe Rexha
เอาไว้ค่อยคุย (ttyl) - Gliss [Official Lyrics Video],BH BrickHouse,2018-08-15T11:06:22Z,111469372,366595,https://www.youtube.com/watch?v=kfxOrIHF94Y,BH BrickHouse
POLYCAT - Chapter 1 เพื่อนไม่จริง | Forever Mate [Official MV],SMALLROOM,2014-10-14T10:58:12Z,16096581,86861,https://www.youtube.com/watch?v=DNIDBbjqFCo,SMALLROOM
Red Velvet 레드벨벳 '피카부 (Peek-A-Boo)' MV,SMTOWN,2017-11-17T09:00:03Z,250418969,3136586,https://www.youtube.com/watch?v=6uJf2IT2Zh8,SMTOWN
รถคันเก่า - Atom ชนกันต์  [Official MV],OfficialWhiteMusic,2018-07-03T13:00:11Z,39011641,122917,https://www.youtube.com/watch?v=o-BLXj0qjGM,OfficialWhiteMusic
The Parkinson - เพื่อนรัก (Dear Friend) | (OFFICIAL MV),Spicydisc,2016-05-24T13:00:00Z,87683518,300150,https://www.youtube.com/watch?v=EPZfaGPP3cA,Spicydisc
"Lady Gaga, Bradley Cooper - Shallow (from A Star Is Born) (Official Music Video)",LadyGagaVEVO,2018-09-27T16:30:01Z,1732731061,8441612,https://www.youtube.com/watch?v=bo_efYhYU2A,LadyGagaVEVO
Wanna One (워너원) - 에너제틱 (Energetic) MV,Stone Music Entertainment,2017-08-07T09:00:00Z,170937249,2661479,https://www.youtube.com/watch?v=EVaV7AwqBWg,Stone Music Entertainment
