track_name,streams,artist_names,uri,source,peak_rank,rank,previous_rank,weeks_on_chart
Lilith (feat. SUGA of BTS) (Diablo IV Anthem),4628137,"Halsey, SUGA",spotify:track:3l6LBCOL9nPsSY29TUY2VE,Capitol Records,4,4,-1,12
Little Light,6064026,DOYOUNG,spotify:track:1Y5D7m2QtyBdvwvY3gAVNQ,SM Entertainment,18,18,-1,16
Loop (ฉันจึงวนกลับมา),8346550,ASIA7,spotify:track:0Fye2qtgBqOzHxb4cPSjWb,GMM Music Public Company Limited,24,24,-1,20
Lost Jigsaw,2870322,"guncharlie, Upim LANDOKMAI",spotify:track:6pgpclADmpoVhW9ZQazx6T,Kicks Records,104,104,-1,18
Love 119,3268310,RIIZE,spotify:track:0QlNUEvJTe2QtXprDcfaOA,SM Entertainment,58,58,-1,12
Love Lee,1173385,AKMU,spotify:track:1qosh64U6CR5ki1g1Rf2dZ,YG Entertainment,104,104,-1,7
Love Me Again,154692375,V,spotify:track:2N0SPREDYqILVEFSsWF5N5,BIGHIT MUSIC,1,1,-1,71
"Love, Maybe",242368,BABYMONSTER,spotify:track:25hdoW5qtOOsxVJnZoFfzm,YG Entertainment,133,133,-1,1
Lover,4492281,Taylor Swift,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,11,89,-1,49
Lovesick Girls,310307,BLACKPINK,spotify:track:4Ws314Ylb27BVsvlZOy30C,YG Entertainment,1,99,-1,58
Lucky,1525755,Adrian Milanio,spotify:track:7MQ5qQZkeVI4eBOYEXm75v,Adrian Milanio,19,19,-1,5
Luxury,20504134,D Gerrard,spotify:track:1EOWBTE1GPKcxz3wlR08tW,WM/Thailand,15,29,-1,104
M-Leg (feat. Thaiblood),624464,"Illslick, Thaiblood",spotify:track:0NyAWH9P5RNUMezxgCEsno,Bang Baht,138,138,-1,3
MAESTRO,702130,SEVENTEEN,spotify:track:2UE9XGbAzicJIyo4bB6sqM,PLEDIS Entertainment,88,88,-1,3
MILLION DOLLAR BABY,5611947,Tommy Richman,spotify:track:5AJ9hqTS2wcFQCELCFRO7A,PULSE Records,51,51,-1,18
MONEY,106167842,LISA,spotify:track:7hU3IHwjX150XLoTVmjD0q,YG Entertainment,1,1,1,154
MOONLIGHT SUNRISE,510992,TWICE,spotify:track:38DlSDrx9tgc5Gfq6y3aBa,Republic Records - TWICE,84,84,-1,3
MORE,17057368,j-hope,spotify:track:7GARzfC1mwhDuk4t9WOACq,BIGHIT MUSIC,2,5,-1,41
MOVE (T5),2391038,TREASURE,spotify:track:4zbjQQ7CDNMG47oF9q05FR,YG Entertainment,12,12,-1,5
MUSE,915566,"PUN, DAVII",spotify:track:7bRSjYVqEPeAvKG1KrlPtI,High Cloud Entertainment,71,109,109,25
Made For Me,709151,Muni Long,spotify:track:0WIv5qV41y6YjjB9V1biuC,"Supergiant Records, LLC / Def Jam Recordings",150,150,-1,4
Made You Look,240665,Meghan Trainor,spotify:track:0QHEIqNKsMoOY5urbzN48u,Epic,109,132,125,8
Magic,421925,WIM,spotify:track:1urNcISPElPL9gIcYd1VNu,WIM,184,184,-1,2
Magnetic,14103580,ILLIT,spotify:track:1aKvZDoLGkNMxoRYgkckZG,BELIFT LAB,10,10,-1,33
Mamushi (feat. Yuki Chiba),1753475,"Megan Thee Stallion, Yuki Chiba",spotify:track:5b3XJ1pjrHO5JtY2PcTjnI,Hot Girl Productions,110,110,-1,7
Mantra,16340652,JENNIE,spotify:track:2CspwnypzT7rcWI9RfsoSb,OA Entertainment/Columbia,3,3,-1,13
Matsuri,7648788,Fujii Kaze,spotify:track:7AMGgAPFczs3wJgMqu6Eqi,Universal Music LLC,14,14,-1,30
Messy,606802,Lola Young,spotify:track:35ISBknsCeZQtq66xABI9g,Universal-Island Records Ltd.,57,57,-1,2
Mi Último Deseo,214926,BamBam,spotify:track:4fMtTWgn0ooO3iw29iPITO,Abyss Company,172,172,-1,1
Michi Teyu Ku (Overflowing),12373053,Fujii Kaze,spotify:track:5glPFBAuA1C85tBcVWVzvO,Universal Music LLC,11,11,-1,33
Midas Touch,1147448,KISS OF LIFE,spotify:track:0vaxYDAuAO1nPolC6bQp7V,S2 ENTERTAINMENT INC.,76,76,-1,5
Mistletoe,176026,Justin Bieber,spotify:track:7xapw9Oy21WpfEcib2ErSA,RBMG/Def Jam,81,162,-1,13
Mona Lisa,706870,DICE,spotify:track:3H4k0YdtIxrZVORbW57wtp,SONRAY MUSIC,79,79,-1,3
Monalisa (Version R&B),342249,"Vrach, Secret Boy",spotify:track:1Soy0VES7EBsLEAg1Qu97u,Vrach,149,149,-1,2
Moonlight,5566178,Kali Uchis,spotify:track:0JmnkIqdlnUzPaf8sqBRs3,Geffen Records,77,77,-1,33
Moonlit Floor (Kiss Me),64642693,LISA,spotify:track:3yDRcs0Y4pPzkvMbUfeF9H,Lloud Co./RCA Records,1,1,-1,14
Moonlit Floor (Kiss Me) - Santa Baby Remix,328422,LISA,spotify:track:2Dtev1Evm1XyyTRhb6UaD8,Lloud Co./RCA Records,90,90,-1,1
Mr. Everything,17968837,Billkin,spotify:track:4CHnBhfsGuReet1IMOrueC,Billkin Entertainment,2,8,-1,61
Mr. Incorrect,179477,Malcolm Todd,spotify:track:4IbHvRGmGWNmwaI8x9RMDS,Columbia,120,120,-1,1
Must Be Nice,203491,BamBam,spotify:track:6yqa12mAcSfDOUAkY7xRBb,Abyss Company,194,194,-1,1
My Boy Only Breaks His Favorite Toys,202746,Taylor Swift,spotify:track:2XXwLdtuAcE0HSCu61ijAb,Taylor Swift,133,133,-1,1
My Ecstasy,142740,"BRIGHT, D Gerrard",spotify:track:1adZCcp1Zd0hCLwh6X2Oym,GMM Music Public Company Limited,136,136,-1,1
My Love Mine All Mine,12936425,Mitski,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,Dead Oceans,29,29,-1,45
My Moon,4375401,"Saran, Simon",spotify:track:1kynRiOydIAzpVIXOKf5iH,SARAN,97,97,-1,24
My Universe,2138016,"Coldplay, BTS",spotify:track:46HNZY1i7O6jwTA7Slo2PI,Parlophone UK,3,66,-1,76
My You,553116,Jung Kook,spotify:track:0pNFrM5L0te1EXGxveeYiR,BIGHIT MUSIC,96,96,-1,3
N33d you,859514,"Kennocha, Naphat",spotify:track:5IEWdmHy3Lr48BPKzE7n2N,4634957 Records DK,138,138,-1,6
NEURON (with Gaeko & YOON MIRAE),15424789,"j-hope, Gaeko, YOON MIRAE",spotify:track:11sirgYaEutV40tkvgpHN6,BIGHIT MUSIC,3,3,-1,34
NIGHT DANCER,4781407,imase,spotify:track:3gmn76fCtpDazGMnN0QMHX,Universal Music LLC,66,66,-1,24
NOPRADA,255696,Rifle,spotify:track:7wqrxP0FYcaUWSCm66PoJF,Rifle,137,137,-1,2
Nasty,2347531,Tinashe,spotify:track:6NjWCIYu1W8xa3HIvcIhd4,"Tinashe Music Inc., under exclusive license to Nice Life Recording Company",85,85,-1,9
Neva Play (feat. RM of BTS),4030978,"Megan Thee Stallion, RM",spotify:track:2ZqTbIID9vFPTXaGyzbb4q,Hot Girl Productions,5,5,-1,5
Never Let Go,19918956,Jung Kook,spotify:track:2nRMW95dnOILirpjbksLTs,BIGHIT MUSIC,1,1,-1,24
New Jeans,3407100,NewJeans,spotify:track:6rdkCkjk6D12xRpdMXy0I2,ADOR,18,18,-1,12
New Woman (feat. ROSALÍA),56948799,"LISA, ROSALÍA",spotify:track:7ov3TDp5D00Rnu5R1viX4w,Lloud Co./RCA Records,1,1,-1,21
Next Love,964898,BADMIXY,spotify:track:492eKEx8TLDi1o4odvw0VF,BADMIXY,90,90,-1,5
Night Changes,4768052,One Direction,spotify:track:5O2P9iiztwhomNh8xkR9lJ,Syco Music,61,61,-1,27
Nightwalker,66697861,TEN,spotify:track:4RiudH8RehvLLrk8uNgIdR,SM Entertainment,2,2,-1,47
No Doubt,1208588,ENHYPEN,spotify:track:44hqFxUWsADWewEJELnncj,BELIFT LAB,33,33,-1,3
No More Dream,239331,BTS,spotify:track:089PFeXotzDLNQz9NCk6pF,BIGHIT MUSIC,90,90,-1,2
Nonsense,24924779,Sabrina Carpenter,spotify:track:6dgUya35uo964z7GZXM07g,Island Records,31,31,-1,104
Not Like Us,1164918,Kendrick Lamar,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,"Kendrick Lamar, under exclusive license to Interscope Records",123,123,-1,5
Not Romantic,322862,NONT TANONT,spotify:track:09whSxd83dqNcsKZvmmwko,LOVEiS Entertainment,100,100,-1,2
Now That We Don't Talk (Taylor's Version) (From The Vault),147258,Taylor Swift,spotify:track:5KD6AEm19QnMbfWpfoOHMl,Taylor Swift,182,182,-1,1
Nxde,541321,(G)I-DLE,spotify:track:6NnCWIWV740gP7DQ8kqdIE,Cube Entertainment,64,98,98,15
OMG,23514258,NewJeans,spotify:track:65FftemJ1DbbZ45DUfHJXE,ADOR,2,2,-1,56
ON TEN,1505818,TEN,spotify:track:41KTGiWZ3acbnlUqTpiL7Y,SM Entertainment,77,77,-1,7
ONE GIRL,3780237,"Saran, 2T FLOW, BlackHeart",spotify:track:021QfEXbcQjwwUHmXuDswD,SARAN,41,41,-1,10
Old Love,2307512,"yuji, putri dahlia",spotify:track:3W4U7TEgILGpq0EmquurtH,yuji,32,82,-1,31
On My Youth,311425,WayV,spotify:track:2XVtXrEu5C8V38u22Xt2Yy,LABEL V,156,156,-1,2
On The Ground,5873159,ROSÉ,spotify:track:2pn8dNVSpYnAtlKFC8Q0DJ,YG Entertainment,1,63,-1,85
"One Of The Girls (with JENNIE, Lily Rose Depp)",37275298,"The Weeknd, JENNIE, Lily-Rose Depp",spotify:track:1VNWdmXSbaNrnWod10WIL0,Universal Republic Records,10,10,-1,77
One in a Million,109330,"Mark Tuan, Sanjoy",spotify:track:1dkhx3oH7UVYnWaVCPSQY7,PORT22,35,197,-1,5
Onlyfan,8872773,The Parkinson,spotify:track:79qhHPvit6BeOVu2wNnLgJ,Spicy Disc,45,45,-1,25
Out Of The Woods (Taylor's Version),170539,Taylor Swift,spotify:track:045ZeOHPIzhxxsm8bq5kyE,Taylor Swift,130,130,-1,1
Outro : Ego,187436,BTS,spotify:track:2LVw2bIK99go1NdD77dUCW,BIGHIT MUSIC,63,99,-1,3
Over The Moon,503526,TOMORROW X TOGETHER,spotify:track:6ZpoRaO2cfXR1dti2N4TLs,Republic Records - TXT,106,106,-1,2
PLEASE,8627053,atom chanakan,spotify:track:60hF3gZXQ33xdAXXk6tE1x,GMM Music Public Company Limited,98,121,-1,156
Paint Me Naked,14184275,TEN,spotify:track:4UaGQ2D4MBuRBWumZO52Ma,SM Entertainment,5,5,-1,34
Paint The Town Red,7856818,Doja Cat,spotify:track:56y1jOTK0XSvJzVv9vHQBK,Kemosabe Records/RCA Records,17,17,-1,29
Pano,7444007,Zack Tabudlo,spotify:track:08MFgEQeVLF37EyZ7jcwLc,Universal Music Philippines Inc.,37,37,37,37
People,1191307,Libianca,spotify:track:26b3oVLrRUaaybJulow9kz,5K Records Limited,141,141,-1,8
People Pt.2 (feat. IU),14997387,"Agust D, IU",spotify:track:41JPN7pZMTp1sumBOHOzHd,BIGHIT MUSIC,1,1,-1,33
Perfect,752514,Ed Sheeran,spotify:track:0tgVpDi06FyKpA1z0VMD4v,Atlantic Records UK,1,140,-1,110
Perfect Night,6180352,LE SSERAFIM,spotify:track:74X2u8JMVooG2QbjRxXwR8,SOURCE MUSIC,65,65,-1,27
Perfume,1721397,NCT DOJAEJUNG,spotify:track:0jd4aa9XgV5eom0ez0WBrD,SM Entertainment,23,23,-1,6
Pineapple Slice,219993,BAEKHYUN,spotify:track:13U2hhhgeN57hffBCuaUcw,INB100,179,179,-1,1
Pink,23360020,Blackbeans,spotify:track:2MvwYhejHpLfBcptTEWhDL,Blackbeans,33,33,-1,80
Pink Venom,22484087,BLACKPINK,spotify:track:5zwwW9Oq7ubSxoCGyW1nbY,YG Entertainment,1,9,-1,80
Players,349437,Coi Leray,spotify:track:6UN73IYd0hZxLi8wFPMQij,Uptown / Republic Records,178,178,-1,3
Please Don't Change (feat. DJ Snake),3571581,"Jung Kook, DJ Snake",spotify:track:0k0GtcnyQLMiXrdEDbLXmJ,BIGHIT MUSIC,11,11,-1,14
Please Please Please,13223984,Sabrina Carpenter,spotify:track:2tHwzyyOLoWSFqYNjeVMzj,Island Records,21,21,-1,31
Polar Night,246484,Agust D,spotify:track:3JSodIIStqTwXSH7nXOuhe,BIGHIT MUSIC,75,75,-1,1
Polaroid Love,542446,ENHYPEN,spotify:track:5elW2CKSoqjYoJ32AGDxf1,BELIFT LAB,5,48,-1,38
Ponytail (Feat. Sik-K),206564,"YUGYEOM, Sik-K",spotify:track:3H1B6KuqXvRCBNrln32Bpa,"Genie Music Corporation, Stone Music Entertainment",185,185,-1,2
Promethazine,28064008,"Saran, BlackHeart, Pondering",spotify:track:25n8diXqpb6LKyL0Dwzwoy,SARAN,24,24,24,117
Promethazine - Hidden World Live Session,1123971,"Saran, BlackHeart, DIAMOND MQT",spotify:track:0DrbzBvi4h8HZBpmtJqq0J,SARAN,117,117,-1,4
Promise,205276,Jimin,spotify:track:2RUcwyW74Sv4VracHFrKdh,BIGHIT MUSIC,91,91,-1,1
Proud,18085084,fellow fellow,spotify:track:4jyfcb5s4H3hKl0CJXjYei,Kicks Records,8,8,-1,26
Queencard,2735306,(G)I-DLE,spotify:track:4uOBL4DDWWVx4RhYKlPbPC,Cube Entertainment,74,74,-1,14
REVERSE,222611,TREASURE,spotify:track:5KlKadHo3z2nuSpWZNgpj3,YGEX,161,161,-1,1
RUN,340348,TREASURE,spotify:track:05IfpHQYEdcXjwQGshMiLT,YG Entertainment,105,105,-1,2
Rains in Heaven,2044580,NCT DREAM,spotify:track:17IcI8xMok8qFNhSPRufjo,SM Entertainment,16,16,-1,5
Rainy Days,26512402,V,spotify:track:5ydjxBSUIDn26MFzU3asP4,BIGHIT MUSIC,3,3,-1,68
Ready For Love,98381,BLACKPINK,spotify:track:1Wwh6gmMeolwzbRzfZMY5b,YG Entertainment,9,200,-1,10
Really Like You,204751,BABYMONSTER,spotify:track:5xqM1HOndjxfH7NmyD8SVS,YG Entertainment,185,185,-1,1
Rebirth (Intro),716018,Jimin,spotify:track:7gMfVc4zfNIxuMyMGglOHa,BIGHIT MUSIC,104,104,-1,3
Reminder,8761782,The Weeknd,spotify:track:37F0uwRSrdzkBiuj0D5UHI,Universal Republic Records,54,54,-1,49
Ride,1307425,HYBS,spotify:track:37HhnXqIRFSSJXWsysl6B7,JUICEY,59,160,-1,46
Right Before Our Eyes,1598935,"Elephante, BEAUZ, Mark Tuan",spotify:track:5xmQy57y7FuyUQxpeNlUbT,Fabled Records,56,56,-1,8
Rockin' Around The Christmas Tree,180565,Brenda Lee,spotify:track:2EjXfH91m7f8HiJN1yQg97,MCA Nashville,143,155,-1,8
Rockstar,70254122,LISA,spotify:track:6vvPecFTmWxDfEJ6cYT1wa,Lloud Co./RCA Records,1,1,-1,28
Rockstar - Extended,10260004,LISA,spotify:track:01prGWjCTxKBxJc400zwvQ,Lloud Co./RCA Records,3,3,-1,7
Rockstar - Instrumental,3316270,LISA,spotify:track:64Wx8rvZgTwXgoVrapW1mj,Lloud Co./RCA Records,23,23,-1,7
Rockstar - Slowed Down,3052621,LISA,spotify:track:3cRVqcndSoWFjf3QNTDoNx,Lloud Co./RCA Records,28,28,-1,7
Rockstar - Sped Up,3322842,LISA,spotify:track:7grL80WBzT5yxhpTkXIvJe,Lloud Co./RCA Records,29,29,-1,7
Roses,1405042,JAEHYUN,spotify:track:3urRYZm3Xws15GeNNoqs7y,SM Entertainment,19,19,-1,3
Rover,187871,KAI,spotify:track:3WUyu94psXrYV6HZbXgcFA,SM Entertainment,101,101,-1,1
Run BTS,1367545,BTS,spotify:track:69xohKu8C1fsflYAiSNbwM,BIGHIT MUSIC,3,89,89,37
Running Wild,14896323,Jin,spotify:track:50zAEIE4B1QqhPjRMK2Xmh,BIGHIT MUSIC,1,1,-1,8
S-Class,156573,Stray Kids,spotify:track:6LuvVxHXQDtsPxtE07Ycbe,Republic Records - Stray Kids,155,155,-1,1
SDL,398180,Agust D,spotify:track:2vRoAkwc3UBEPW2udvN0u9,BIGHIT MUSIC,71,71,-1,2
"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",14014778,"DJ Snake, Ozuna, Megan Thee Stallion, LISA",spotify:track:6IPNp9PfaEqrzotY47TIWy,DJ Snake Music Productions Limited,1,13,-1,86
SHALALA,9489031,TAEYONG,spotify:track:2gAX00D7NOBKdcKbOXdpFR,SM Entertainment,7,7,-1,28
SHEESH,8278084,BABYMONSTER,spotify:track:1njlnn8ZKHI77Pe9szIONR,YG Entertainment,21,21,-1,24
SHOOTING STAR,1250496,XG,spotify:track:3IelG5zYpWWCZIH4cqWlPV,XGALX,72,72,-1,8
SOLO,2975526,JENNIE,spotify:track:2wVDWtLKXunswWecARNILj,YG Entertainment,1,54,-1,86
SORRY,6628342,"MILLI, Flower.far, GALCHANIE",spotify:track:2ayGJpuQFrTlIYVQ8iNPY8,Yupp! Entertainment,28,28,-1,19
SOS,317602,KANGDANIEL,spotify:track:3x9zIsVAQUNvU3J2tR58Di,KONNECT Ent.,122,122,-1,2
SPOT!,11672544,"ZICO, JENNIE",spotify:track:1SS0WlKhJewviwEDZ6dWj0,KOZ Entertainment,7,7,-1,24
STAY (with Justin Bieber),430146,"The Kid LAROI, Justin Bieber",spotify:track:5PjdY0CKGZdEuoNab3yDmX,Columbia,1,159,-1,81
STOP!,232894,PROXIE,spotify:track:6M2KvQJwWr8U7N9OfObbFP,Dreamers Society,86,86,-1,1
STUPID,171294,TREASURE,spotify:track:6zFTH8KjEhbmZPB0CFpWEa,YG Entertainment,142,142,-1,1
SUPERPOWER,205592,"VALORANT, KISS OF LIFE, Mark Tuan",spotify:track:3kfQuU6FXW4OXHIHjuups7,Riot Games,186,186,-1,1
Salty & Sweet,129041,aespa,spotify:track:4wQDjZtXjsFtU3BLSiIH4t,SM Entertainment / Warner Records,185,185,-1,1
Sanctuary,199143,Joji,spotify:track:5F1ZmucV0uJY14y2dYKePa,88rising Music,58,188,180,36
Santa Tell Me,1560529,Ariana Grande,spotify:track:0lizgQ7Qw35od7CYaoMBZb,Universal Records,46,53,-1,29
Saturn,5006945,SZA,spotify:track:1bjeWoagtHmUKputLVyDxQ,Top Dawg Entertainment/RCA Records,95,95,-1,24
Say Don't Go (Taylor's Version) (From The Vault),172019,Taylor Swift,spotify:track:4NioO5R9sHEZh4cGzMHyNt,Taylor Swift,128,128,-1,1
See You Again (feat. Kali Uchis),2235241,"Tyler, The Creator, Kali Uchis",spotify:track:7KA4W4McWYRpgf0fWsJZWB,Columbia,142,142,-1,15
Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),147789,"Metro Boomin, Coi Leray",spotify:track:0AAMnNeIc6CdnfNU85GwCH,Republic Records,166,166,-1,1
Set Me Free Pt.2,15732050,Jimin,spotify:track:59hBR0BCtJsfIbV9VzCVAp,BIGHIT MUSIC,1,1,-1,37
Seven (feat. Latto),121489419,"Jung Kook, Latto",spotify:track:7x9aauaA9cu6tyfpHnqDLo,BIGHIT MUSIC,1,1,-1,16
Seven (feat. Latto) (Explicit Ver.),72037642,"Jung Kook, Latto",spotify:track:2HRgqmZQC0MC7GeNuDIXHN,BIGHIT MUSIC,1,2,1,78
Seven (feat. Latto) (Instrumental),139389,"Jung Kook, Latto",spotify:track:2D9mO7arRSeHAEHNVAacaA,BIGHIT MUSIC,182,182,-1,1
Sex and Float,1650863,"Percy, naphat",spotify:track:2LKuOQM24I59n8xiRM5sEw,dhavision,84,125,113,21
Shadow,1524491,TEN,spotify:track:05bEOekC31J9F7tH8jEuJw,SM Entertainment,78,78,-1,7
Shake It Off (Taylor's Version),149072,Taylor Swift,spotify:track:3pv7Q5v2dpdefwdWIvE7yH,Taylor Swift,176,176,-1,1
Shall We,15133536,"Percy, 4ourYou, GENA DESOUZA",spotify:track:42TLIkJ2kFSY0WlCBjqzhB,dhavision,3,3,-1,31
Shall We (slowed + reverb),241008,"Percy, 4ourYou, GENA DESOUZA",spotify:track:1iAhNQnN0iv7W6pAULy0Rw,dhavision,83,83,-1,1
Shall We (sped up),1256307,"Percy, 4ourYou, GENA DESOUZA",spotify:track:79DTU1IcPcS6nMQaBExCQj,dhavision,21,21,-1,5
Shall We (super sped up),209781,"Percy, 4ourYou, GENA DESOUZA",spotify:track:3KcCJjrqw3kJ3CGD7IlNcE,dhavision,97,97,-1,1
Shinunoga E-Wa,9573875,Fujii Kaze,spotify:track:0o9zmvc5f3EFApU52PPIyW,Universal Music LLC,27,38,-1,66
Shoong! (feat. LISA of BLACKPINK),19711295,"TAEYANG, LISA",spotify:track:5HrIcZOo1DysX53qDRlRnt,THEBLACKLABEL,2,2,-1,32
Shot Glass of Tears,2414296,Jung Kook,spotify:track:7AbqgE05nFl9qY4FRUiq2p,BIGHIT MUSIC,15,15,-1,9
Shut Down,22771854,BLACKPINK,spotify:track:7gRFDGEzF9UkBV233yv2dc,YG Entertainment,1,2,-1,65
Situationship,2301212,4EVE,spotify:track:7veRW1AYR9d5AWM7mN4h0M,"TPOP INCORPORATION Co.,Ltd.",99,99,-1,10
Slow Dance (feat. Sofia Carson),481171,"Jimin, Sofia Carson",spotify:track:3d2bsbugow8JiNvuaRupFH,BIGHIT MUSIC,124,124,-1,2
Slow Dancing,42593882,V,spotify:track:5h1BN75CEh8wdSwE1xrbSe,BIGHIT MUSIC,2,2,-1,64
Slow Dancing (Piano Ver.),1079420,V,spotify:track:7pgbDdy7ax962o9d2xJceV,BIGHIT MUSIC,41,41,-1,4
Slow Motion,310312,"Matt Champion, JENNIE",spotify:track:5Y1JLn2xFudNJolHkvoTXk,Matt Champion/RCA Records,67,67,-1,1
Small girl (feat. D.O.),487332,"Lee Young Ji, D.O.",spotify:track:1AtFSBJibfaqfiOByQCwZ5,MAINSTREAM,108,108,-1,2
Smart,6056740,LE SSERAFIM,spotify:track:3lwK3WyKAI5bUuGY1OgGbZ,SOURCE MUSIC,35,35,-1,20
Smeraldo Garden Marching Band (feat. Loco),12514721,"Jimin, Loco",spotify:track:1kPhV0KQui1phEpjnWIqUN,BIGHIT MUSIC,2,2,-1,6
Smoke,6577104,JAEHYUN,spotify:track:6kEU60ykxhb0shZMTiPWZL,SM Entertainment,12,12,-1,17
Smoke Sprite (feat. RM of BTS),1090107,"So!YoON!, RM",spotify:track:5YSkDxmHvzSDWTu4MaEtfa,MAGIC STRAWBERRY SOUND,22,22,-1,3
Smoothie,1489766,NCT DREAM,spotify:track:2jaapqz7L9MpMf7vpkqU9I,SM Entertainment,22,22,-1,4
Snooze,20350347,SZA,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,Top Dawg Entertainment/RCA Records,53,53,-1,92
"Snooze (feat. Ryuichi Sakamoto, WOOSUNG of The Rose)",404671,"Agust D, Ryuichi Sakamoto, WOOSUNG",spotify:track:4j3M8NrbGSXdMPwEVsnfHE,BIGHIT MUSIC,69,69,-1,2
Snowman,201930,Sia,spotify:track:7uoFMmxln0GPXQ0AcCBXRq,Monkey Puzzle/Atlantic,118,127,-1,5
"So Long, London",233123,Taylor Swift,spotify:track:3Vevii7qKqrmW8CcyzBHDl,Taylor Swift,101,101,-1,1
Soft Spot,1032860,keshi,spotify:track:2aL4lMGhWdPpyPL6COPou7,Island Records,124,124,-1,5
Somebody,2456894,Jung Kook,spotify:track:5KfJvZ0PZzRdwFRaTUDAA7,BIGHIT MUSIC,13,13,-1,9
Someone Someday,176040,PROXIE,spotify:track:1MUaOAwMs1YqDIQTAtMrXl,Dreamers Society,192,192,-1,1
Sour & Sweet,3637588,BamBam,spotify:track:3bcLtU0Z3MuUhhQHIVSSX2,Abyss Company,15,15,-1,15
Space,144412,NCT 127,spotify:track:4M27cSWrLO7bVW8ISJXwNU,SM Entertainment,184,184,-1,1
Spark - WINTER Solo,1082179,aespa,spotify:track:2xoA126GEgFhrYzRaTH7E4,SM Entertainment,21,21,-1,3
Spicy,2041141,aespa,spotify:track:1ULdASrNy5rurl1TZfFaMP,SM Entertainment / Warner Records,12,12,-1,6
Stamp On It,115496,GOT the beat,spotify:track:0mlxHb4jbPr1PUBUv0WHRS,SM Entertainment,181,181,-1,1
Standing Next to You,141174312,Jung Kook,spotify:track:2KslE17cAJNHTsI2MI0jb2,BIGHIT MUSIC,1,1,-1,61
Standing Next to You (USHER Remix),191537,"Jung Kook, USHER",spotify:track:0VPFT123HKoQ2J6ipeDcI1,BIGHIT MUSIC,137,137,-1,1
Standing Next to You - Sped Up - Remix,3097832,Beat Record,spotify:track:0paWX66K9n7sYR9AkKkyzB,Pablo Nunes,1,1,1,17
Starboy,5317231,"The Weeknd, Daft Punk",spotify:track:7MXVkk9YMctZqd1Srtv4MB,Universal Republic Records,108,147,-1,55
Stars,1592352,THE TOYS,spotify:track:00XqyOkSIiqOygR0kezc4x,What The Duck,13,116,-1,59
Stay Around Me,1830139,"mind, 2Ectasy",spotify:track:4T7OcRER8SG3d9fwASDSCo,mind,114,114,-1,10
Sticky,3418170,KISS OF LIFE,spotify:track:4e1aewX6ATPcdfQIqr7gqO,S2 ENTERTAINMENT INC.,52,52,-1,11
Still With You,1103679,Jung Kook,spotify:track:0eFMbKCRw8KByXyWBw8WO7,BIGHIT MUSIC,70,70,-1,5
Strawberries & Cigarettes,521039,Troye Sivan,spotify:track:3afkJSKX0EAMsJXTZnDXXJ,EMI Recorded Music Australia Pty Ltd,8,183,182,235
Stuck In The Middle,493020,BABYMONSTER,spotify:track:1Ad4anaX6hJyfZvVDkrKQg,YG Entertainment,76,76,-1,2
Style,7524666,Taylor Swift,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,"Big Machine Records, LLC",13,50,-1,91
Style (Taylor's Version),500503,Taylor Swift,spotify:track:1hjRhYpWyqDpPahmSlUTlc,Taylor Swift,53,53,-1,2
Sugar Rush Ride,1060390,TOMORROW X TOGETHER,spotify:track:0rhI6gvOeCKA502RdJAbfs,Republic Records - TXT,13,13,-1,4
Summertime,47531278,"YEW, LANDOKMAI",spotify:track:0ZcyX8hFV1jdJNWOI8mMXF,YEW,3,7,7,144
Sunflower - Spider-Man: Into the Spider-Verse,21325185,"Post Malone, Swae Lee",spotify:track:0RiRZpuVRbi7oqRdSMwhQY,Republic Records,1,24,-1,236
Sunkissed,5915136,Urworld,spotify:track:52h8p62Jx8KzQynM6heq7n,Urworld,1,109,-1,134
Super,420778,SEVENTEEN,spotify:track:3AOf6YEpxQ894FmrwI9k96,PLEDIS Entertainment,135,135,-1,3
Super Shy,15094894,NewJeans,spotify:track:5sdQOyqq2IDhvmx2lHOpwd,ADOR,6,6,-1,44
Super Tuna,18568339,Jin,spotify:track:5EaVikAxSRponyifRP6Fhp,BIGHIT MUSIC,6,6,-1,53
SuperCarCare,993190,"Tattoo Colour, D Gerrard",spotify:track:5tEnHO4CoBczsvjhYgmfuD,Smallroom,5,116,115,51
Supernatural,618679,NewJeans,spotify:track:5ocSQW5sIUIOFojwXEz9Ki,ADOR,149,149,-1,3
Supernova,17731997,aespa,spotify:track:4sgMbwl9lXGyHcHmtFYGMm,SM Entertainment,3,3,-1,30
Sweet Night,170264,V,spotify:track:3Wno87vVBVbSVS2vUUFuKC,(주)블렌딩,52,139,-1,8
Sweet Venom,1480899,ENHYPEN,spotify:track:2YmfV4lAjrAQvuggKCUX6m,BELIFT LAB,11,11,-1,4
Swim,2188019,Chase Atlantic,spotify:track:3M0lSi5WW79CXQamgSBIjx,Warner Records,43,43,-1,6
TAP,28261066,TAEYONG,spotify:track:1JxRZB6gjp3nsn2jUIaXMs,SM Entertainment,5,5,-1,46
