track_name,streams,artist_names,uri,source,peak_rank,rank,previous_rank,weeks_on_chart
"""Slut!"" (Taylor's Version) (From The Vault)",189037,Taylor Swift,spotify:track:71BqAINEnezjQfxE4VuJfq,Taylor Swift,106,106,-1,1
00:00 (Zero O’Clock),772422,BTS,spotify:track:4AlihYDqxXshKhvh5tnMfP,BIGHIT MUSIC,21,21,-1,8
0X1=LOVESONG (I Know I Love You) feat. Seori,639294,"TOMORROW X TOGETHER, Seori",spotify:track:1Z8TPHiKeCUyClxV6WTTIf,Republic Records - TXT,70,70,-1,11
1 Billion Views,206284,"EXO-SC, Moon Sujin",spotify:track:4gGZc6MMYavM5KFS2zwOVL,SM Entertainment,91,91,-1,3
1%,4038730,Stamp,spotify:track:2ht9QvYzzSUod5T69TUVbR,123Records,10,10,-1,33
"10,000 Hours (with Justin Bieber)",8177601,"Dan + Shay, Justin Bieber",spotify:track:2wrJq5XKLnmhRXHIAf9xBa,Warner Music Nashville,11,11,-1,118
100,56959,SuperM,spotify:track:65x81o2eIyfQT6hpQkCKhj,SM Entertainment/Capitol Records,179,179,-1,1
1001 (You're Lovely),11404184,SERIOUS BACON,spotify:track:7ip4DUtdpLH4TkHfKgFbpf,Boxx Music,10,10,-1,80
11 Minutes (with Halsey feat. Travis Barker),160127,"YUNGBLUD, Halsey, Travis Barker",spotify:track:4mGdjNMo0RonTlOEb7cYg4,Locomotion Recordings/Geffen Records,84,84,-1,5
119,38616,NCT DREAM,spotify:track:0AHpMhCdgaz00aMkoEZTXd,SM Entertainment,171,171,-1,1
134340,144760,BTS,spotify:track:1MX0g22bQkr9HDVe37fLnN,BIGHIT MUSIC,15,87,-1,4
149.6,251344,Bodyslam,spotify:track:6FZfxnZ1qoVoL5EpQXXWOx,GMM Music Public Company Limited,27,27,-1,7
17,27218108,Dept,spotify:track:3LejSFG20mSl4IzORHa7Ya,Smallroom,3,3,-1,78
17 นาที (feat. mints),5981380,"MILLI, mints",spotify:track:1CfKHIQhgKrUMAkj4VwI4J,Yupp! Entertainment/88rising Music,4,4,-1,25
18,46249,Jeremy Zucker,spotify:track:4h7CVH9xtHoYSlEV5Dpamk,Republic Records,165,165,-1,1
1°,68050,GOT7,spotify:track:6y6ahMwoZniXQNurGMT296,Republic Records - JYP Entertainment,110,110,-1,2
2 Baddies,668832,NCT 127,spotify:track:1WKLxJpDqkQ9x1qEDNutoX,SM Entertainment,68,68,-1,6
2 Fast,75082,SuperM,spotify:track:5U3DWGGD8mFYcDhoMxpQPD,SM Entertainment/Capitol Records,82,82,-1,1
2 faces,305729,Mark Tuan,spotify:track:3I7s9xEyLFWbEDtsv7vYt3,DREAMERS N ACHIEVERS,58,58,-1,1
2 soon,6235563,keshi,spotify:track:5SlU0Yhi51jobhEiGE4xDv,keshi,97,97,-1,103
200,483086,MARK,spotify:track:7rx73Y7UB1gy6bOLqJvsRe,SM Entertainment,104,104,-1,2
2002,8466527,Anne-Marie,spotify:track:2BgEsaKNfHUdlh97KmvFyo,Atlantic Records UK,14,63,-1,188
20cm,352413,TOMORROW X TOGETHER,spotify:track:5TxtM4vmk6pXpgq8lJtvB0,Republic Records - TXT,100,100,-1,5
20ตุลา,101947,Silly Fools,spotify:track:0N6LtfTaauUS8o69K4xmS7,ME Records,61,61,-1,3
22 (Taylor's Version),67089,Taylor Swift,spotify:track:3yII7UwgLF6K5zW3xad3MP,Taylor Swift,120,120,-1,1
24/7,1128096,"Celina Sharma, Harris J.",spotify:track:304uzYXYjPulJpLRJzuesX,Mugal Records,68,68,-1,15
"24/7, 365",939006,elijah woods,spotify:track:05QUYSOApWLr8oBbpONl7p,elijah woods,176,176,-1,6
247,7856246,LUSS,spotify:track:7AQFhodzN09DtXGiIDtFrd,WM/Thailand,21,21,-1,67
26,52770,Lauv,spotify:track:0du67LyuJeUjQChxl8rTa8,Lauv,199,199,-1,1
28 (feat. NiiHWA),656238,"Agust D, NiiHWA",spotify:track:3pGNUEIlaUlCU8mXxKInzw,BIGHIT MUSIC,64,64,-1,3
28 Reasons,190574,SEULGI,spotify:track:1dfsPqH09vnzUWEOsN98Ex,SM Entertainment,128,128,-1,2
2AM (คุณเคยรักใครมากๆมั้ย?),2765081,"Saran, BlackHeart, Rifle",spotify:track:50D7ptFXhgR9GZ9g7G20SF,SARAN,47,47,-1,8
2Drunk,46270,Nick Jonas,spotify:track:33o0xXMPY41CWwDTnxyM5Z,Island Records,194,194,-1,1
2U,110467,KANGDANIEL,spotify:track:00S4PrcWUb3f3dQ9PuC0uy,KONNECT Ent.,91,91,-1,2
3 Nights,30996,Dominic Fike,spotify:track:1tNJrcVe6gwLEiZCtprs1u,Columbia,149,149,-1,1
34+35,11061190,Ariana Grande,spotify:track:6Im9k8u9iIzKMrmV7BWtlF,Republic Records,8,8,-1,90
"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",149992,"Ariana Grande, Doja Cat, Megan Thee Stallion",spotify:track:3jjBPF4NDMCU51psU8JPpR,Republic Records,63,63,-1,2
365,286755,"Zedd, Katy Perry",spotify:track:2XWjPtKdi5sucFYtVav07d,Interscope Records,41,41,-1,6
3:00 AM,948777,Finding Hope,spotify:track:5HsSsEeP3hU9QSfHZrzbtA,Seeking Blue,123,123,-1,19
3D (feat. Jack Harlow),75271346,"Jung Kook, Jack Harlow",spotify:track:01qFKNWq73UfEslI0GvumE,BIGHIT MUSIC,2,2,-1,67
3am,273678,ROSÉ,spotify:track:3y4q6bBdbXsTIaPiwiiUfy,Atlantic Records,134,134,-1,1
4:00,514701,THE TOYS,spotify:track:1PGNDa8dIRkOQ6VLvNHRdw,What The Duck,1,95,95,65
7 Days,261051,NCT DREAM,spotify:track:0nsL0AalAUFNCi7DYhnihQ,SM Entertainment,52,52,-1,3
7 Minutes,43659,Dean Lewis,spotify:track:2BkyYZmU4JuWW2sYi9EzpC,Universal Music Australia Pty. Ltd.,187,187,-1,2
7 rings,6464343,Ariana Grande,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,Republic Records,1,1,-1,79
7YUPP,52452,"MILLI, Maiyarap, LAZYLOXY, AUTTA, Ben Bizzy, NAMEMT, Blacksheep",spotify:track:1vIHINaKCeFYHHHkyLpxQW,Yupp! Entertainment,189,189,-1,1
9 and Three Quarters (Run Away),365958,TOMORROW X TOGETHER,spotify:track:2MsNSKQNQNRklkKFxxvIav,Republic Records - TXT,66,66,-1,6
9 นาฬิกา,17745973,SPF,spotify:track:1RIcNj56JKuH0WB9AyNARB,Mono Music,42,42,-1,51
90's Love,1523084,NCT U,spotify:track:64EDGnUytmCV7TfOo67810,SM Entertainment,37,37,-1,17
= (Equal Sign),390033,j-hope,spotify:track:70XnKsO3UnIT4FnEwChQXx,BIGHIT MUSIC,43,43,-1,3
A Brand New Day (BTS World Original Soundtrack) (Pt. 2),250143,"BTS, Zara Larsson",spotify:track:5XkyZyKMdFungjDb9cUKc3,BIGHIT MUSIC,26,26,-1,4
A Rocket to the Moon,17998045,GAVIN:D,spotify:track:4Tp1SRCTJ6LO8XA3i9vuAT,Gavin D,9,9,-1,117
A Whole New World,98975,"Mena Massoud, Naomi Scott",spotify:track:5viFjDGTnrApmUY5c8qkfw,Walt Disney Records,136,136,-1,3
"A Whole New World (End Title) - From ""Aladdin""",619113,"ZAYN, Zhavia",spotify:track:1iWHabUgUuuKLBa0TzTHfk,Walt Disney Records,16,16,-1,10
A little thing,347822,Peck Palitchoke,spotify:track:0aaASxHyUk8kCiID0f0cNE,GMM Music Public Company Limited,50,50,-1,3
ABCD,189485,NAYEON,spotify:track:53rB05bAi7JdNbUfgz72I1,Republic Records – NAYEON (TWICE),200,200,-1,1
AH YEAH,73591,WINNER,spotify:track:2EhvCzRw0C7anZHsj284oX,YG Entertainment,92,92,-1,2
ALICE,5390267,QLER,spotify:track:4nimbIVI2u2XUD70c1dOBu,What The Duck,70,70,-1,27
AMYGDALA,422231,Agust D,spotify:track:5fj32MKLHkut2Vod1UodcU,BIGHIT MUSIC,64,64,-1,2
ANGOSTURA,56917,keshi,spotify:track:38umMmZQdeoOG7Zojor4g3,Island Records,171,171,-1,1
ANL,126496,NCT DREAM,spotify:track:3zIvzPKUUdSpDCm1uua6Be,SM Entertainment,78,78,-1,2
ANTIFRAGILE,4986420,LE SSERAFIM,spotify:track:4fsQ0K37TOXa3hEQfjEic1,SOURCE MUSIC,52,52,-1,29
APT.,16738149,"ROSÉ, Bruno Mars",spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c,Atlantic Records,5,5,-1,12
ASAP,1096066,NewJeans,spotify:track:5fpyAakgFOm4YTXkgfPzvV,ADOR,24,24,-1,4
AURA,41883,GOT7,spotify:track:7MthitzhOiulghCWPy3AhK,Republic Records - JYP Entertainment,180,180,-1,1
About You,1871103,The 1975,spotify:track:1fDFHXcykq4iw8Gg7s5hG9,Dirty Hit,136,136,-1,18
Abyss,2254054,Jin,spotify:track:40BomFCBuJok3OjxM9oG7e,BIGHIT MUSIC,63,63,-1,9
Adios,876415,EVERGLOW,spotify:track:5uHl2eYaITSX6xEX8bmaXy,"Genie Music Corporation, Stone Music Entertainment",57,57,-1,15
Adore You,1525752,Harry Styles,spotify:track:3jjujdWJ72nww5eGnfs2E7,Columbia,56,56,-1,24
After Hours,359593,The Weeknd,spotify:track:4ejyZ4uJEXUURcgKp1kP8v,Republic Records,88,88,-1,6
After LIKE,7812745,IVE,spotify:track:2gYj9lubBorOPIVWsTXugG,Starship Entertainment,6,6,-1,40
After Last Night (with Thundercat & Bootsy Collins),1130965,"Bruno Mars, Anderson .Paak, Silk Sonic, Thundercat, Bootsy Collins",spotify:track:3jiKUMXqwEodB7gVv1RMZU,Aftermath Entertainment/Atlantic,110,110,-1,10
After Midnight,49547,WayV,spotify:track:5OyBCIBDkTWUSvbFPFnKl0,LABEL V,178,178,-1,1
After School,825901,Weeekly,spotify:track:52CBUrIdyf8tbZaUY9iawE,PLAY M ENTERTAINMENT CORP.,85,85,-1,15
Afterglow,1414171,Ed Sheeran,spotify:track:0E4Y1XIbs8GrAT1YqVy6dq,Atlantic Records UK,26,26,-1,11
Afterthought,53452,"Joji, BENEE",spotify:track:1ggYjU6zdFHgANcku82boU,88rising Music,200,200,-1,1
Agora Hills,6342760,Doja Cat,spotify:track:5PyDJG7SQRgWXefgexqIge,Kemosabe Records/RCA Records,46,46,-1,25
Ain't Shit,257204,Doja Cat,spotify:track:5lAnYvAIkSDNXqfo7DyFUm,Kemosabe Records/RCA Records,119,119,-1,5
Alcohol-Free,1502306,TWICE,spotify:track:3iPbmpKBMflYd7UjdYftoj,Republic Records - TWICE,10,10,-1,14
All 4 Nothing (I'm So In Love),193056,Lauv,spotify:track:21AziTMaZwcLflGMAj85o5,Lauv,135,135,-1,3
All About That Day,1999730,Nene鄭乃馨,spotify:track:2nR5g9ug01C4QFSAox8mYj,Sony Music Entertainment,51,51,-1,10
All Day (with Tablo),153603,"RM, Tablo",spotify:track:40SuiVcQ5NyDk48nZSADK3,BIGHIT MUSIC,90,90,-1,1
All Eyes On Me,7048628,JISOO,spotify:track:2YXswOX5aKv6OHRKUcAMLQ,YG Entertainment,6,6,-1,29
All I Need To Hear,106561,The 1975,spotify:track:42Q00bTTgyQhPE2FVWaoJE,Dirty Hit,117,117,-1,1
All I Want,23013,Kodaline,spotify:track:5JuA3wlm0kn7IHfbeHV0i6,B-Unique/RCA,185,185,-1,1
All I Want for Christmas Is You,2915224,Mariah Carey,spotify:track:0bYg9bo50gSsH3LtXe2SQn,Columbia,30,42,-1,31
All Night (BTS World Original Soundtrack) (Pt. 3),239363,"BTS, Juice WRLD",spotify:track:70sKIAQgaVN2zWEEyOpyMZ,BIGHIT MUSIC,36,36,-1,4
All Of The Girls You Loved Before,3410851,Taylor Swift,spotify:track:4P9Q0GojKVXpRTJCaL3kyy,Taylor Swift,11,11,-1,15
All That I Can Do,51492,Violette Wautier,spotify:track:2sLS6qNin5F6DhkL4F3VcP,Universal Music (Thailand) Ltd. Distributed Labels,179,179,-1,1
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),2169625,Taylor Swift,spotify:track:5enxwA8aAbwZbf5qCHORXi,Taylor Swift,6,6,-1,12
All Too Well (Taylor's Version),212243,Taylor Swift,spotify:track:3nsfB1vus2qaloUdcBZvDu,Taylor Swift,78,78,-1,3
All Your Fault (Feat. GRAY),106513,"YUGYEOM, GRAY",spotify:track:4PP4siQamrO7i5Me9GOpqQ,"Genie Music Corporation, Stone Music Entertainment",119,119,-1,2
Alone,469357,Jimin,spotify:track:5Hfnps0jaWFpYg55WOPexG,BIGHIT MUSIC,63,63,-1,2
Angel Baby,14988507,Troye Sivan,spotify:track:2m6Ko3CY1qXNNja8AlugNc,EMI Recorded Music Australia Pty Ltd,2,2,-1,90
"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)",9531161,"Kodak Black, NLE Choppa, Jimin, JVKE, Muni Long, Fast & Furious: The Fast Saga",spotify:track:1vvcEHQdaUTvWt0EIUYcFK,APG Inc – FF10,1,1,-1,10
"Angel Pt. 2 (feat. Jimin of BTS, Charlie Puth and Muni Long)",2310551,"JVKE, Jimin, Charlie Puth, Muni Long, Fast & Furious: The Fast Saga",spotify:track:2yjeXq5ahx6UUg2rHaUe6X,APG Inc – FF10,4,4,-1,5
Angels Like You,50769,Miley Cyrus,spotify:track:1daDRI9ahBonbWD8YcxOIB,RCA Records Label,200,200,-1,1
Anti-Hero,7271090,Taylor Swift,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,6,6,-1,33
Anti-Romantic,514902,TOMORROW X TOGETHER,spotify:track:44tTqUi3xi7E28QLzHVdUA,Republic Records - TXT,111,111,-1,10
Antisocial (with Travis Scott),269970,"Ed Sheeran, Travis Scott",spotify:track:1DhRbox3xkceP64k3JeYfW,Atlantic Records UK,48,48,-1,4
Anxiety (with Selena Gomez),73903,"Julia Michaels, Selena Gomez",spotify:track:1XJ93XskwJf7PCyIVLbNBt,Republic Records,127,127,-1,3
Any song,2102440,ZICO,spotify:track:1iIhGHzzrzqQfuNkFI2qAn,KOZ ENTERTAINMENT,11,11,-1,20
Anyone,1709176,Justin Bieber,spotify:track:31qCy5ZaophVA81wtlwLc4,RBMG/Def Jam,26,26,-1,17
Apple,63204,GFRIEND,spotify:track:3jg1u32Pn1c2M5r6SAQBCC,SOURCE MUSIC,142,142,-1,1
April,5462789,Only Monday,spotify:track:1HcNxQxyvT4Jg2c1A9FxjS,GMM Music Public Company Limited,45,45,-1,28
Arcade,57239,NCT DREAM,spotify:track:4T9hw59r85ZkesNoYWQIJg,SM Entertainment,168,168,-1,1
Are You out yet ?,9251741,Anatomy Rabbit,spotify:track:26aQ0VXKHzPqu3aA3RWm8q,Anatomy Rabbit,75,75,-1,104
Armageddon,8310352,aespa,spotify:track:6i8MbzVn4nzyjUcSoVcz7B,SM Entertainment,6,6,-1,20
Arms Around You (feat. Maluma & Swae Lee),101377,"XXXTENTACION, Lil Pump, Swae Lee, Maluma",spotify:track:2LskIZrCeLxRvCiGP8gxlh,Warner Records,67,119,108,13
Arson,2089839,j-hope,spotify:track:2QWEMqQMJR1KDf6hDjJOs6,BIGHIT MUSIC,2,2,-1,9
As I Am (feat. Khalid),643352,"Justin Bieber, Khalid",spotify:track:6F2r4HgpJnvKDmkN6JEN6J,RBMG/Def Jam,51,51,-1,6
As If It's Your Last,2845757,BLACKPINK,spotify:track:1Zyd6zQnC6XIIzmg3hP7Ot,YG Entertainment,28,33,-1,124
As It Was,12981880,Harry Styles,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Columbia,10,10,-1,74
Astronaut In The Ocean,1731693,Masked Wolf,spotify:track:3VT8hOC5vuDXBsHrR53WFh,Elektra (NEK),58,58,-1,22
Astronomy,43072,Conan Gray,spotify:track:0KmgJyW4GDgonqsoyx0CZ3,Republic Records,171,171,-1,1
At My Worst,16244379,Pink Sweat$,spotify:track:2tI4WyzqOOwC23S5m0kqcB,Atlantic Records,7,7,-1,116
Attention,8814760,NewJeans,spotify:track:2pIUpMhHL6L9Z5lnKxJJr9,ADOR,4,23,-1,86
Ay-Yo,1086909,NCT 127,spotify:track:2KwOuFfwQyT9mZqjvchd81,SM Entertainment,58,58,-1,6
Ayy Macarena,93579,Tyga,spotify:track:6LcauUZjF1eXQrgqMUecHX,Columbia/Last Kings Records,155,155,-1,2
B.L.T (BLING LIKE THIS),73938,TREASURE,spotify:track:4rXZrKBGVRh98LnKxbda91,YG Entertainment,105,105,-1,1
B.O.M.B,1112236,TREASURE,spotify:track:3GQBY6EdENHSRtBRiCchVW,YG Entertainment,50,50,-1,5
B.O.M.B (KABOOM ver.),589672,TREASURE,spotify:track:4tU6jMMjcgQoV5dQTlW3k8,YG Entertainment,12,12,-1,1
B.T.W (feat. Jay Park) - Prod. Cha Cha Malone,272049,"JAY B, Jay Park",spotify:track:4f3wldin8UmItfSJKK5BF2,WM Korea,66,66,-1,4
B.Y.S.,51446,keshi,spotify:track:2yyluSgySg95O24RBkgrMR,Island Records,177,177,-1,1
BABYBOO,73791,"TAEW, GAVIN:D",spotify:track:2UPSSGTejc8YFuP1d4HOqy,BEC WORLD,117,117,-1,1
BADBOY (feat. Maiyarap),2388385,"LAZYLOXY, Maiyarap",spotify:track:55d8bb7cvNPLjJ81ULlG1H,Yupp! Entertainment,18,18,-1,20
BAMBOLEO,56435,Red Velvet,spotify:track:0jXneVxiitQZsbtftH7HHJ,SM Entertainment,175,175,-1,1
BAND4BAND (feat. Lil Baby),401602,"Central Cee, Lil Baby",spotify:track:7iabz12vAuVQYyekFIWJxD,Columbia,194,194,-1,2
BATTER UP,3637989,BABYMONSTER,spotify:track:3VBj0lzjmhTzVFPEDOjNCG,YG Entertainment,39,39,-1,15
BBIBBI,2056772,IU,spotify:track:4as4XEOR03oGm1STUKl6pa,Kakao Entertainment,8,62,-1,61
BBoom BBoom,82110,MOMOLAND,spotify:track:3BPoSr2pO34Aan6alFfVto,"DUBLEKICK COMPANY, Kakao Entertainment",73,180,-1,54
BE WITH ME,46374,TREASURE,spotify:track:782NR6j9LjIfZg4BbCcJdl,YG Entertainment,192,192,-1,1
BELIEVE IT,168444,"PARTYNEXTDOOR, Rihanna",spotify:track:4HDCLYli2SUdkq9OjmvhSD,OVO Sound,87,87,-1,3
BF,7074926,"PUN, URBOYTJ",spotify:track:36zlZYQZQ6QpXwSxnBRAa0,Universal Music (Thailand) Ltd.,55,55,-1,23
BIBI Vengeance,307170,BIBI,spotify:track:0ra3bPUOj2YnY4FJHXtgHZ,Feel Ghood Music/88risingMusic,181,181,-1,3
BIRDS OF A FEATHER,26998998,Billie Eilish,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Darkroom/Interscope Records,7,7,-1,33
BIRTHDAY,579826,JEON SOMI,spotify:track:3jsWXhE5NuPWQ4IHplv2zt,THEBLACKLABEL,47,47,-1,11
BMF,310426,SZA,spotify:track:3U3hFkMr0Q90pD24EkE3Pr,Top Dawg Entertainment/RCA Records,93,93,-1,1
BONA BONA,6904308,TREASURE,spotify:track:32W1dyO4NTHAthKprlz1vd,YG Entertainment,2,2,-1,11
BONG,186054,"OG BOBBY, VannDa",spotify:track:7BalknaAGYtzUjIGOSkGBr,Hype Train,152,152,-1,2
BOOM,2711545,NCT DREAM,spotify:track:6rcn967QN5JtkPOBDwYIuT,SM Entertainment,14,14,-1,43
BOOMBAYAH,1519877,BLACKPINK,spotify:track:1qAPA8TooLVEqAZ58fhcrt,YG Entertainment,54,54,-1,84
BOX,160138,NCT DREAM,spotify:track:4I95uQMtIwg7779WEDy8Mc,SM Entertainment,190,190,-1,1
BOY,1182452,TREASURE,spotify:track:6SqOpxXMMS8axhJoqz8Nel,YG Entertainment,27,27,-1,12
BREATHE,236413,AB6IX,spotify:track:4XbyRgWe6yU4wE6WShdTEs,WM Korea,69,69,-1,6
BTBT (feat. DeVita),798678,"B.I, Soulja Boy, DeVita",spotify:track:0FOBJ5PbwOe5XBY9y0bnhi,IOK x Transparent Arts,86,86,-1,9
Baby,329441,"Justin Bieber, Ludacris",spotify:track:6epn3r7S14KUqlReYr77hA,RBMG/Def Jam,65,65,-1,4
"Baby, I'm Jealous (feat. Doja Cat)",224548,"Bebe Rexha, Doja Cat",spotify:track:2fTdRdN73RgIgcUZN33dvt,Warner Records,143,143,-1,4
Back Door,134364,Stray Kids,spotify:track:3KUGAgxo3b81X5bWoOp0U8,Republic Records - Stray Kids,100,100,-1,2
Back To December (Taylor's Version),141379,Taylor Swift,spotify:track:79uDOz0zuuWS7HWxzMmTa2,Taylor Swift,184,184,-1,1
Back To You - From 13 Reasons Why – Season 2 Soundtrack,274537,Selena Gomez,spotify:track:4hQ6UGyWQIGJmHSo0J88JW,UMGRI Interscope,6,113,-1,42
Back for More (with Anitta),654224,"TOMORROW X TOGETHER, Anitta",spotify:track:6uTPA1xlcsk6dbchB2dhzl,Republic Records - TXT,12,12,-1,1
Backlight,77119,Ado,spotify:track:78MS9OT9Flm2V78fhTw4rk,Universal Music LLC,196,196,-1,1
Bad Alive,61795,WayV,spotify:track:5xfGmBYIy5EfWvqlT9vkRB,LABEL V,120,120,-1,1
Bad Boy,1385916,Red Velvet,spotify:track:5GKwq4sO5ZHKuWaDmdwMQc,SM Entertainment,3,91,-1,87
Bad Decisions (with BTS & Snoop Dogg),3674363,"benny blanco, BTS, Snoop Dogg",spotify:track:0xzI1KAr0Yd9tv8jlIk3sn,Friends Keep Secrets/Interscope Records,2,2,-1,13
Bad Girls Like You,2426546,Tobii,spotify:track:23EDUpNbiKcDwhUf9kBRo8,Universal Music (Thailand) Ltd.,127,127,-1,11
Bad Habit,2033922,Steve Lacy,spotify:track:4k6Uh1HXdhtusDW5y8Gbvy,L-M Records/RCA Records,143,143,-1,20
Bad Habits,3061664,Ed Sheeran,spotify:track:6PQ88X9TkUIAUIZJHW2upE,Atlantic Records UK,14,14,-1,33
Bad Liar,187329,Imagine Dragons,spotify:track:2RSHsoi04658QL5xgQVov3,Kid Ina Korner / Interscope,35,78,78,13
Bad To You (with Normani & Nicki Minaj),136855,"Ariana Grande, Normani, Nicki Minaj",spotify:track:7vJS1DPc3FzBtqBs8n3mW5,Silver Cloud/Charlie's Angels,75,75,-1,2
Baddie,694493,IVE,spotify:track:7aqsfFKqJFNa2umM4tTLdA,Starship Entertainment,94,94,-1,4
Ball Like That,207825,BamBam,spotify:track:3jTKYmZOMfHW3RPgb5cPCU,Abyss Company,183,183,-1,1
Bam Bam (feat. Ed Sheeran),599917,"Camila Cabello, Ed Sheeran",spotify:track:0QBzMgT7NIeoCYy3sJCof1,Epic,87,87,-1,9
Bambi,236406,BAEKHYUN,spotify:track:60VaORSJ5x1D4ZPSc0g2En,SM Entertainment,90,90,-1,4
Bangkok Summer,34694,Stamp,spotify:track:3qaWqUVVlKoGSRZHdSDn3r,123Records,99,99,-1,1
Barbie World (with Aqua) [From Barbie The Album],672396,"Nicki Minaj, Ice Spice, Aqua",spotify:track:741UUVE2kuITl0c6zuqqbO,Atlantic Records,125,125,-1,4
Be Alright,167579,Dean Lewis,spotify:track:3EPXxR3ImUwfayaurPi3cm,Universal Music Australia Pty. Ltd.,23,130,130,27
Be Kind (with Halsey),2219352,"Marshmello, Halsey",spotify:track:3Z8FwOEN59mRMxDCtb8N0A,Astralwerks,28,28,-1,25
Be Mine,4962401,Jimin,spotify:track:3LWVXp636uLT356Rj08Jaz,BIGHIT MUSIC,37,37,-1,14
Be There For Me,729378,NCT 127,spotify:track:1Lkd4pjGFQilS5zPoMnLL7,SM Entertainment,21,21,-1,2
Be There For You,124033,NCT DREAM,spotify:track:65aiZeH9Uld7iFC4w24tiR,SM Entertainment,80,80,-1,2
Beatbox,745334,NCT DREAM,spotify:track:0CatzXH85XWyBqqdB6qPMB,SM Entertainment,34,34,-1,6
Beautiful,484827,NCT 2021,spotify:track:6NBbpQfD2MZcCNBOy7iE7Q,SM Entertainment,42,42,-1,5
Beautiful (feat. Camila Cabello),662987,"Bazzi, Camila Cabello",spotify:track:4VUwkH455At9kENOfzTqmF,iamcosmic,22,106,-1,43
Beautiful Mistakes (feat. Megan Thee Stallion),1988533,"Maroon 5, Megan Thee Stallion",spotify:track:6fRxMU4LWwyaSSowV441IU,Interscope Records*,42,42,-1,20
Beautiful People (feat. Khalid),4892721,"Ed Sheeran, Khalid",spotify:track:70eFcWOvlMObDhURTqT4Fv,Atlantic Records UK,2,2,-1,46
Beautiful Things,1150416,Benson Boone,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,"Night Street Records, Inc./Warner Records Inc.",121,121,-1,6
"Because of You, I Shine",4785588,BUS,spotify:track:4Apva8F7YKYyqwOCGfCnK6,SONRAY MUSIC,17,17,-1,14
Bed Chem,3667768,Sabrina Carpenter,spotify:track:1UHS8Rf6h5Ar3CDWRd3wjF,Island Records,71,71,-1,13
Before 4:30 (She Said…),311171,"Mew Suppasit, Sam Kim",spotify:track:6eXHtOGepsKaJ6UzN42YlG,Mew Suppasit Studio,81,81,-1,4
Before Sunset (หมดเวลาแล้ว),622366,25 hours,spotify:track:2sNYhfAc2x0SC9n5mUApOe,GMM Music Public Company Limited,70,70,-1,8
Before The Day Is Over,109489,Joji,spotify:track:7zBscbZUCr4jEABrfV9g03,88rising Music,123,123,-1,1
Before You Go,590909,Lewis Capaldi,spotify:track:2gMXnyrvIjhVBUZwvLZDMP,Vertigo Berlin,119,119,-1,12
Beg For Me,58899,Red Velvet,spotify:track:6Zr6W8j3jJ3z50XsBCvm3e,SM Entertainment,162,162,-1,1
Beggin',1373144,Måneskin,spotify:track:3Wrjm47oTz2sjIgck11l5e,RCA Records Label,51,51,-1,17
Beginner,30947,BNK48,spotify:track:66zQFYwQRbxlfzcZkXfSJ3,BNK48 Office,120,120,-1,1
Bejeweled,371704,Taylor Swift,spotify:track:3qoftcUZaUOncvIYjFSPdE,Taylor Swift,74,74,-1,3
Best Friend (feat. Doja Cat),1184291,"Saweetie, Doja Cat",spotify:track:2etHQJxIbV0soyPhelVs9Y,ICY/Warner Records,97,97,-1,23
Best Friends,59484,The Weeknd,spotify:track:1E5Xu8dur0fAjSP1VpVhAZ,XO / Republic Records,168,168,-1,1
Best Lover,278689,"88rising, BIBI",spotify:track:0iWFz0Q5Qha9bx325ocFWq,88rising Music,116,116,-1,4
Best Part (feat. H.E.R.),24971856,"Daniel Caesar, H.E.R.",spotify:track:4OBZT9EnhYIV17t4pGw7ig,MBK Entertainment/RCA Records,13,13,-1,257
Best Part of Me (feat. YEBBA),308515,"Ed Sheeran, Yebba",spotify:track:0VsGaRXR5WAzpu51unJTis,Atlantic Records UK,22,22,-1,3
Best Thing,6373723,Illslick,spotify:track:2pZHN502u6Wyas2M9yAVon,Bang Baht,54,54,-1,22
Bet You Wanna (Feat. Cardi B),3141633,"BLACKPINK, Cardi B",spotify:track:7iAgNZdotu40NwtoIWJHFe,YG Entertainment,2,2,-1,22
Better,1188617,Khalid,spotify:track:6zeeWid2sgw4lap2jV61PZ,"Right Hand Music Group, LLC/RCA Records",12,73,-1,41
Better Now,1024942,Post Malone,spotify:track:7dt6x5M1jzdTEt8oCbisTK,Republic Records,6,83,-1,66
Better Things,2204503,aespa,spotify:track:6zZWoHlF2zNSLUNLvx4GUl,SM Entertainment / Warner Records,8,8,-1,4
Better When You're Gone,25670,"David Guetta, Brooks, Loote",spotify:track:4Tvw0lweq9l2JPQKFbpbBQ,Parlophone (France),151,151,-1,1
Big Plans,423011,Why Don't We,spotify:track:6Yx181fZzA0YE2EkUsYruq,Atlantic Records,76,76,-1,12
Birthday,5412996,TEN,spotify:track:2cbllYULJNYhcDK37Uh8hR,SM Entertainment,9,9,-1,21
